created,latitude,__CLASS__,contract_time,description,adref,id,longitude,salary_is_predicted,title,redirect_url,category.label,category.__CLASS__,category.tag,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,salary_max,salary_min,contract_type
2026-07-30T21:56:14Z,45.544959,Adzuna::API::Response::Job,full_time,"Tender Retail recherche un développeur logiciel pour rejoindre son équipe Recherche et Développement. Le candidat idéal est autonome, débrouillard et doté d'un excellent esprit d'équipe. Il devra s'intégrer dans une équipe agile Scrum et collaborer avec différents intervenants pour concevoir, développer et optimiser des solutions de paiement. Notre secteur d’activité couvre les paiements aux points de vente ainsi que les paiements électroniques via des infrastructures de traitement des transact…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg1NzAwNCIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.I-f4JEcyNTv8u5rDmOQqjPRbIYRFQRTajWANx5kLg0A,5821857004,-73.588138,0,Analyste-programmeur,https://www.adzuna.ca/details/5821857004?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,ACCEO Solutions Inc.,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,122720.0,122720.0,permanent
2026-07-30T21:43:07Z,45.544959,Adzuna::API::Response::Job,,"Job Description As a Data Analytics Assistant , you will assist the Sales & Development Analytics team with the collection, analysis, and interpretation of data to help answer business questions related to acquisition, retention, monetization, and performance tracking. Working under the guidance of more experienced analysts or team leads, you will assist with reports, dashboards, and straightforward analyses that help teams better understand business trends. This position is ideal for someone w…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxODQ1MDczIn0.VhMvl2leJ55DWzod99mFVp3CyyaJkhGq0LL30C5UY8Y,5821845073,-73.588138,0,Data Analytics Assistant,https://www.adzuna.ca/details/5821845073?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T21:43:07Z,45.544959,Adzuna::API::Response::Job,,"Description du poste Ce poste est responsable de la collecte, de la structuration et de l’analyse des données afin de produire des informations pertinentes et exploitables permettant d’optimiser les initiatives marketing. Cela comprend la conception et la gestion de solutions de collecte et d’analyse de données (par exemple, tableaux de bord et présentations), ainsi que l’analyse de la performance des initiatives marketing et de leur impact sur l’engagement, la conversion et la fidélisation des…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NTA5MSIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.NfRlpD18s7u6RGwae0P4zK_ws_lIpxA1A-BF3UT0NyQ,5821845091,-73.588138,0,Assistant.e en analyse de données marketing,https://www.adzuna.ca/details/5821845091?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Ubisoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T21:43:07Z,45.544959,Adzuna::API::Response::Job,,"Description du poste Relevant du directeur-adjoint et de la coordinatrice du service à la clientèle, vous travaillerez près du métro Beaubien sur la rue Saint-Hubert avec un horaire variable. Vos responsabilités seront : Veiller à ce que la clientèle reçoive un service de qualité au téléphone et par courriel; Effectuer les recherches afin de trouver des solutions aux problèmes rencontrés par les clients et assister la direction dans la gestion des plaintes; Effectuer l’ouverture et le suivi des…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxODQ1MDc3In0.emcFWv5owKnH0odx5cRW1UuzVjPXIZaqMmeSt5bjNj0,5821845077,-73.588138,0,Agent au service à la clientèle,https://www.adzuna.ca/details/5821845077?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Renaud-Bray,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T21:43:05Z,45.544959,Adzuna::API::Response::Job,,"Description du poste Nous sommes à la recherche d’un(e) Analyste d’Affaires dynamique et orienté(e) résultats pour rejoindre notre équipe TI. Le/la candidat(e) idéal(e) aura une solide expérience dans le soutien des systèmes ERP, des applications périphériques (Edge Applications), ainsi que dans la mise en œuvre et l’optimisation de solutions E-commerce. Ce rôle clé implique également un soutien aux initiatives dans nos différentes succursales à travers plusieurs régions. Doit être légalement a…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NDc0NCIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.X1t_IdrQ9o7z89vgWPBG7RbTKgK7XEZ160eWKF372jM,5821844744,-73.588138,0,"Analyste d’Affaires – ERP, Applications Périphériques & E-commerce",https://www.adzuna.ca/details/5821844744?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,EMCO Corporation,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T21:43:05Z,45.544959,Adzuna::API::Response::Job,,"Job Description Please note we are looking for an artist available to start ASAP, with strong expertise in photorealistic effects. The FX Artist designs and creates complex visual simulations such as fire, smoke, fluids, destructions, and abstract effects, while respecting Rodeo FX’s artistic and technical standards. Integrated at the heart of the 3D pipeline, they collaborate closely with the FX and CG supervision teams, as well as with other departments, to deliver photorealistic, dynamic, an…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxODQ0NjE3In0.6EgS3IzPrX9ZNjC66PXx-DR7cws3DO6g5wrvOXNNua4,5821844617,-73.588138,0,Freelance FX Artist,https://www.adzuna.ca/details/5821844617?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Rodeo FX,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T21:43:05Z,45.544959,Adzuna::API::Response::Job,,"Job Description We are looking for an individual who is versatile, has good computer skills and ideally has experience in point of sale support. You must also be fluently bilingual (80% of support is in English) and above all demonstrate superior customer service. Your responsibilities will be: Respond to requests or questions referred to the store support group, Update the database of requests and solutions made on each call; Provide administrative support to other team members. Respond to req…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NDcwOCIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.RWhmMA6yWdmsWn43XYTQB7wLFs0ZL6MsyrIhB2eHRCE,5821844708,-73.588138,0,"Technician, store system support TAMS",https://www.adzuna.ca/details/5821844708?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,UAP Inc.,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: We are seeking an experienced EBX Specialization Business Architect with deep expertise in TIBCO EBX Master Data Management (MDM) and the insurance industry. The Business Architect will bridge business and technology by defining enterprise data strategies, designing business processes, and implementing data governance solutions that support digital transformation initiatives. The ideal candidate will possess strong insurance domain knowledge, business architecture expertise, and ex…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjgzNTcxIn0.ktFMJLagBw4Q731w_x7nlQr4W3SgxLWojCyGN9NlE30,5821683571,-73.624628,0,EBX Specialization Business Architect,https://www.adzuna.ca/details/5821683571?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: The Project Sponsor is responsible for the strategy, project delivery, business value creation, and organizational adoption of Capital Markets modernization initiatives. They define the project scope, confirm the delivery model, and ensure the program remains aligned with Desjardins’ strategic priorities, investment themes, risk appetite, and value creation objectives for clients and members. This role provides visible executive leadership to business units, technology, operations,…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjgzNTc1In0.gDgnyG2RsWWCyYT_UV6bfV-4D-wIedQr0ASQh8Hhk24,5821683575,-73.624628,0,Project Sponsor,https://www.adzuna.ca/details/5821683575?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: We are seeking an experienced EBX Specialization Delivery Manager to lead the successful delivery of Enterprise Master Data Management (MDM) solutions using TIBCO EBX within the insurance industry. The ideal candidate will have strong expertise in EBX, insurance data domains, delivery management, stakeholder engagement, and team leadership. This role is responsible for driving end-to-end implementation, ensuring data quality, governance, and alignment with business objectives. Key …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjgzNTc2In0.ByU6uF9vzW7ChHRpRgLYG5aFGbZGdAEB0Pmzi6gtndI,5821683576,-73.624628,0,EBX Specialization Delivery Manager,https://www.adzuna.ca/details/5821683576?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: We are seeking an experienced EBX Specialization QA Lead to lead quality assurance activities for TIBCO EBX Master Data Management (MDM) implementations within the insurance domain. The ideal candidate will be responsible for defining the QA strategy, leading test planning and execution, ensuring data quality and application quality, and validating that EBX solutions meet business, regulatory, and technical requirements. This role requires close collaboration with business stakehol…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjgzNTc5In0.KI3Yma1BMQPRCCuSDwATmuNXfAgHKulg6i-TgqtML8A,5821683579,-73.624628,0,EBX Specialization QA Lead,https://www.adzuna.ca/details/5821683579?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: We are seeking an experienced EBX Specialization Project Manager to lead the planning, execution, and successful delivery of TIBCO EBX Master Data Management (MDM) initiatives within the insurance industry. The ideal candidate will have strong project management expertise, extensive experience managing enterprise data and MDM projects, and a solid understanding of insurance business processes. This role requires close collaboration with business stakeholders, architects, technical …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjgzNTczIn0.Jc-kEwrDORccIs7UUjDNNgqbWeoYBmVxVwXAxGO0IeE,5821683573,-73.624628,0,EBX Specialization Project Manager,https://www.adzuna.ca/details/5821683573?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.607784,Adzuna::API::Response::Job,,"Description: We are seeking an experienced EBX Specialization Governance Lead to establish and lead enterprise Data Governance and Master Data Management (MDM) initiatives using TIBCO EBX within the insurance domain. The successful candidate will define governance strategies, policies, standards, and operating models to ensure high-quality, trusted master data across the organization. This role will work closely with business stakeholders, data stewards, architects, and technical teams to suppo…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3NCIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.B97mPqKLGNI76mN3p0Oco9TqLLVYydb1BIIIjCxaL7Q,5821683574,-73.624628,0,EBX Specialization Governance Lead,https://www.adzuna.ca/details/5821683574?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,Maarut,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Location,210080.0,210080.0,contract
2026-07-30T19:15:52Z,45.5099,Adzuna::API::Response::Job,,"Nous sommes présentement à la recherche d’un Data Engineer pour un contrat d'une durée d’un mois avec possibilité de renouvellement. MANDAT • Supporter les opérations quotidiennes de l'environnement de données • Maintenir et dépanner les pipelines de données existants (ETL/ELT) • Supporter et optimiser les modèles dbt, les objets Snowflake et les requêtes SQL • Effectuer la validation des données et assurer le soutien opérationnel de l'entrepôt de données • Participer au transfert de connaissan…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU2OCIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.UaVXubF8GZzp78MT7o5aA8-ZuUQAQ8nQOPzteJfAcg0,5821683568,-73.55332,0,Data Engineer (contrat 1 mois),https://www.adzuna.ca/details/5821683568?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,DELAN,"Westmount, Montréal","['Canada', 'Québec', 'Montréal', 'Westmount']",Adzuna::API::Response::Location,,,contract
2026-07-30T19:10:22Z,45.544959,Adzuna::API::Response::Job,,"Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. As a ServiceNow Global Elite Partner, we have more than 1,700 ServiceNow experts worldwide and are experiencing strong growth. Our ServiceNow practice stands out thanks to its exc…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjc3MjIwIn0.TmCvD4mj3DOatbtKwy1RaPgU6z-slXZqbIwXdekSfPE,5821677220,-73.588138,0,Consultant -Senior Consultant Service Now,https://www.adzuna.ca/details/5821677220?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,KPMG,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
2026-07-30T19:09:52Z,45.362244,Adzuna::API::Response::Job,full_time,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients. At CIBC, we embrace your strengths and your ambitions, so you are empowered at work. Our team members have what they need to make a meaningful impact and are truly valued for who they are and what they contribute. To learn more about CIBC, please visit CIBC.com What you'll be doing As a member of the Personal and Business Banking T…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoidE5PeWlfQ004Ukc4Sk15eGJScmM3USIsImkiOiI1ODIxNjc2NDU5In0.FIueJrKKigpvsUb-O2HtQ7UlX8BBaG5HyejNof3MFR0,5821676459,-73.736112,0,"Client service representative, 20h/weekly - Châteauguay, QC",https://www.adzuna.ca/details/5821676459?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,CIBC,"Chateauguay, Roussillon","['Canada', 'Québec', 'Montérégie', 'Roussillon', 'Chateauguay']",Adzuna::API::Response::Location,,,
2026-07-30T19:09:45Z,45.544959,Adzuna::API::Response::Job,full_time,"Position at DNEG English version below Rédigé au masculin pour alléger le texte DDU (DNEG Dedicated Unit) opère au sein de BRAHMA AI et travaille en étroite collaboration avec DNEG afin de développer des technologies utilisées directement en production. L’équipe conçoit des outils, des plateformes et des workflows qui soutiennent les pipelines de VFX et d’animation de longs métrages à travers les studios mondiaux de DNEG. Une grande partie du travail se concentre sur des outils destinés aux art…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY3NTc1MyIsInMiOiJ0Tk95aV9DTThSRzhKTXl4YlJyYzdRIn0.Avq59lOrXtXf-Mbqu4tYiClD8Mu6wN23Fadr_D-i2Bg,5821675753,-73.588138,0,Développeur logiciel junior - Environnements de données / Associate Software Developer - Data Frameworks,https://www.adzuna.ca/details/5821675753?utm_medium=api&utm_source=e90db681,IT Jobs,Adzuna::API::Response::Category,it-jobs,Adzuna::API::Response::Company,DNEG,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,,,
