adref,description,created,title,longitude,salary_is_predicted,id,redirect_url,latitude,__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,salary_max,salary_min,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NTA3MyIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.iZXm9zxEiCm1Aeb57rn83zBf2u9Rs7kuHxNYdimS7nA,"Job Description As a Data Analytics Assistant , you will assist the Sales & Development Analytics team with the collection, analysis, and interpretation of data to help answer business questions related to acquisition, retention, monetization, and performance tracking. Working under the guidance of more experienced analysts or team leads, you will assist with reports, dashboards, and straightforward analyses that help teams better understand business trends. This position is ideal for someone w…",2026-07-30T21:43:07Z,Data Analytics Assistant,-73.588138,0,5821845073,https://www.adzuna.ca/details/5821845073?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Ubisoft,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxODQ1MDkxIn0.JSy_0-nn2AelQa_-PzJ7mmgtvS7i8WJlU1K9r_47b48,"Description du poste Ce poste est responsable de la collecte, de la structuration et de l’analyse des données afin de produire des informations pertinentes et exploitables permettant d’optimiser les initiatives marketing. Cela comprend la conception et la gestion de solutions de collecte et d’analyse de données (par exemple, tableaux de bord et présentations), ainsi que l’analyse de la performance des initiatives marketing et de leur impact sur l’engagement, la conversion et la fidélisation des…",2026-07-30T21:43:07Z,Assistant.e en analyse de données marketing,-73.588138,0,5821845091,https://www.adzuna.ca/details/5821845091?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Ubisoft,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxODQ1MDc3In0.uKMteSkNqSbVlplj9Jaq7yhwO_tGvuYfs-43yBX89wE,"Description du poste Relevant du directeur-adjoint et de la coordinatrice du service à la clientèle, vous travaillerez près du métro Beaubien sur la rue Saint-Hubert avec un horaire variable. Vos responsabilités seront : Veiller à ce que la clientèle reçoive un service de qualité au téléphone et par courriel; Effectuer les recherches afin de trouver des solutions aux problèmes rencontrés par les clients et assister la direction dans la gestion des plaintes; Effectuer l’ouverture et le suivi des…",2026-07-30T21:43:07Z,Agent au service à la clientèle,-73.588138,0,5821845077,https://www.adzuna.ca/details/5821845077?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Renaud-Bray,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxODQ0NzQ0In0.BSKOfiqOJbzdX9Mw2o9GxoLYn3RoNVgEdk6-rPFfM5A,"Description du poste Nous sommes à la recherche d’un(e) Analyste d’Affaires dynamique et orienté(e) résultats pour rejoindre notre équipe TI. Le/la candidat(e) idéal(e) aura une solide expérience dans le soutien des systèmes ERP, des applications périphériques (Edge Applications), ainsi que dans la mise en œuvre et l’optimisation de solutions E-commerce. Ce rôle clé implique également un soutien aux initiatives dans nos différentes succursales à travers plusieurs régions. Doit être légalement a…",2026-07-30T21:43:05Z,"Analyste d’Affaires – ERP, Applications Périphériques & E-commerce",-73.588138,0,5821844744,https://www.adzuna.ca/details/5821844744?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,EMCO Corporation,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NDYxNyIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.OJ5X3NGciIuBIhMQi7YaYhscRHvGhb22FcpArk_h8AM,"Job Description Please note we are looking for an artist available to start ASAP, with strong expertise in photorealistic effects. The FX Artist designs and creates complex visual simulations such as fire, smoke, fluids, destructions, and abstract effects, while respecting Rodeo FX’s artistic and technical standards. Integrated at the heart of the 3D pipeline, they collaborate closely with the FX and CG supervision teams, as well as with other departments, to deliver photorealistic, dynamic, an…",2026-07-30T21:43:05Z,Freelance FX Artist,-73.588138,0,5821844617,https://www.adzuna.ca/details/5821844617?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,Rodeo FX,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NDcwOCIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.oG49s3togBrykU6Xh__zu834kRT2X2MEKRxVT_CENbc,"Job Description We are looking for an individual who is versatile, has good computer skills and ideally has experience in point of sale support. You must also be fluently bilingual (80% of support is in English) and above all demonstrate superior customer service. Your responsibilities will be: Respond to requests or questions referred to the store support group, Update the database of requests and solutions made on each call; Provide administrative support to other team members. Respond to req…",2026-07-30T21:43:05Z,"Technician, store system support TAMS",-73.588138,0,5821844708,https://www.adzuna.ca/details/5821844708?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,UAP Inc.,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxNjgzNTcxIn0.8OKEhhDmmniYpr4bRpPGiBO3kJz50vMu0aDyhVq5I8c,"Description: We are seeking an experienced EBX Specialization Business Architect with deep expertise in TIBCO EBX Master Data Management (MDM) and the insurance industry. The Business Architect will bridge business and technology by defining enterprise data strategies, designing business processes, and implementing data governance solutions that support digital transformation initiatives. The ideal candidate will possess strong insurance domain knowledge, business architecture expertise, and ex…",2026-07-30T19:15:52Z,EBX Specialization Business Architect,-73.624628,0,5821683571,https://www.adzuna.ca/details/5821683571?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3NSIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.sS_TBDooPCFU81PDyjsrWIVQKUrr5KxJ-k1AbSdDZEY,"Description: The Project Sponsor is responsible for the strategy, project delivery, business value creation, and organizational adoption of Capital Markets modernization initiatives. They define the project scope, confirm the delivery model, and ensure the program remains aligned with Desjardins’ strategic priorities, investment themes, risk appetite, and value creation objectives for clients and members. This role provides visible executive leadership to business units, technology, operations,…",2026-07-30T19:15:52Z,Project Sponsor,-73.624628,0,5821683575,https://www.adzuna.ca/details/5821683575?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxNjgzNTc2In0.qZOsJyqT6WfgKu-QQpi5nTBT63Zx8K-w4_ZOmDjVUc0,"Description: We are seeking an experienced EBX Specialization Delivery Manager to lead the successful delivery of Enterprise Master Data Management (MDM) solutions using TIBCO EBX within the insurance industry. The ideal candidate will have strong expertise in EBX, insurance data domains, delivery management, stakeholder engagement, and team leadership. This role is responsible for driving end-to-end implementation, ensuring data quality, governance, and alignment with business objectives. Key …",2026-07-30T19:15:52Z,EBX Specialization Delivery Manager,-73.624628,0,5821683576,https://www.adzuna.ca/details/5821683576?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3OSIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.17kmwAhoG4t4bvJdgVDscQYIdQLd7lVsyW1i_GNUysU,"Description: We are seeking an experienced EBX Specialization QA Lead to lead quality assurance activities for TIBCO EBX Master Data Management (MDM) implementations within the insurance domain. The ideal candidate will be responsible for defining the QA strategy, leading test planning and execution, ensuring data quality and application quality, and validating that EBX solutions meet business, regulatory, and technical requirements. This role requires close collaboration with business stakehol…",2026-07-30T19:15:52Z,EBX Specialization QA Lead,-73.624628,0,5821683579,https://www.adzuna.ca/details/5821683579?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3MyIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.N8dz2dp4KKEAIYYZzAUCxbNAXE-p5QKQbZliyNk6CUA,"Description: We are seeking an experienced EBX Specialization Project Manager to lead the planning, execution, and successful delivery of TIBCO EBX Master Data Management (MDM) initiatives within the insurance industry. The ideal candidate will have strong project management expertise, extensive experience managing enterprise data and MDM projects, and a solid understanding of insurance business processes. This role requires close collaboration with business stakeholders, architects, technical …",2026-07-30T19:15:52Z,EBX Specialization Project Manager,-73.624628,0,5821683573,https://www.adzuna.ca/details/5821683573?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3NCIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.lzaDE18o6lPPHTGfWXOcTt7BITMynOgGtqsp15Lln_s,"Description: We are seeking an experienced EBX Specialization Governance Lead to establish and lead enterprise Data Governance and Master Data Management (MDM) initiatives using TIBCO EBX within the insurance domain. The successful candidate will define governance strategies, policies, standards, and operating models to ensure high-quality, trusted master data across the organization. This role will work closely with business stakeholders, data stewards, architects, and technical teams to suppo…",2026-07-30T19:15:52Z,EBX Specialization Governance Lead,-73.624628,0,5821683574,https://www.adzuna.ca/details/5821683574?utm_medium=api&utm_source=e90db681,45.607784,Adzuna::API::Response::Job,Maarut,Adzuna::API::Response::Company,"Montréal North, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Montréal North']",it-jobs,Adzuna::API::Response::Category,IT Jobs,210080.0,210080.0,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxNjgzNTY4In0.Loc___f-GeTPNbEOP0MztmdB5fSVKwNDR3lEvMjMju4,"Nous sommes présentement à la recherche d’un Data Engineer pour un contrat d'une durée d’un mois avec possibilité de renouvellement. MANDAT • Supporter les opérations quotidiennes de l'environnement de données • Maintenir et dépanner les pipelines de données existants (ETL/ELT) • Supporter et optimiser les modèles dbt, les objets Snowflake et les requêtes SQL • Effectuer la validation des données et assurer le soutien opérationnel de l'entrepôt de données • Participer au transfert de connaissan…",2026-07-30T19:15:52Z,Data Engineer (contrat 1 mois),-73.55332,0,5821683568,https://www.adzuna.ca/details/5821683568?utm_medium=api&utm_source=e90db681,45.5099,Adzuna::API::Response::Job,DELAN,Adzuna::API::Response::Company,"Westmount, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Westmount']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY3NzIyMCIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.WtAoMoE4d3zxZUVfvx1Mp-jGxoe9A8lTGdpwZUgneyE,"Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. As a ServiceNow Global Elite Partner, we have more than 1,700 ServiceNow experts worldwide and are experiencing strong growth. Our ServiceNow practice stands out thanks to its exc…",2026-07-30T19:10:22Z,Consultant -Senior Consultant Service Now,-73.588138,0,5821677220,https://www.adzuna.ca/details/5821677220?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,KPMG,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY3NjQ1OSIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.m7GHuZ-Dhd_uMkfHhZrOXT0nk3soRRVKPJbx9XORKcU,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients. At CIBC, we embrace your strengths and your ambitions, so you are empowered at work. Our team members have what they need to make a meaningful impact and are truly valued for who they are and what they contribute. To learn more about CIBC, please visit CIBC.com What you'll be doing As a member of the Personal and Business Banking T…",2026-07-30T19:09:52Z,"Client service representative, 20h/weekly - Châteauguay, QC",-73.736112,0,5821676459,https://www.adzuna.ca/details/5821676459?utm_medium=api&utm_source=e90db681,45.362244,Adzuna::API::Response::Job,CIBC,Adzuna::API::Response::Company,"Chateauguay, Roussillon",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montérégie', 'Roussillon', 'Chateauguay']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWEI1ZzFPNk04UkdveTlMTWlPY21sUSIsImkiOiI1ODIxNjc1NzUzIn0.4h0KQeKam1nU-7WjNr93VhpUkF1yZ3COf4uzqW8_TFM,"Position at DNEG English version below Rédigé au masculin pour alléger le texte DDU (DNEG Dedicated Unit) opère au sein de BRAHMA AI et travaille en étroite collaboration avec DNEG afin de développer des technologies utilisées directement en production. L’équipe conçoit des outils, des plateformes et des workflows qui soutiennent les pipelines de VFX et d’animation de longs métrages à travers les studios mondiaux de DNEG. Une grande partie du travail se concentre sur des outils destinés aux art…",2026-07-30T19:09:45Z,Développeur logiciel junior - Environnements de données / Associate Software Developer - Data Frameworks,-73.588138,0,5821675753,https://www.adzuna.ca/details/5821675753?utm_medium=api&utm_source=e90db681,45.544959,Adzuna::API::Response::Job,DNEG,Adzuna::API::Response::Company,"Montréal, Québec",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTQyMjA4MSIsInMiOiJYQjVnMU82TThSR295OUxNaU9jbWxRIn0.uS2TxCZ2FFQlxTOQM5O9qHYW2lZjZdPKiInu9dMkr2o,"If anyone is interested, please share your resume to rishabp@acestackllc.com Job Title: ForgeRock Developer Primary Skills: ForgeRock Development Job Description Location: Montreal, QC (Onsite) Responsibilities: Design, develop, and support Identity and Access Management (IAM) solutions using the ForgeRock platform. Install, configure, deploy, and maintain ForgeRock OpenAM, OpenIDM, OpenDJ, and Identity Gateway (IG) . Develop and customize Groovy scripts and ForgeRock UI components. Implement u…",2026-07-30T13:59:54Z,Forgerock Developer,-73.6453,0,5821422081,https://www.adzuna.ca/details/5821422081?utm_medium=api&utm_source=e90db681,45.54658,Adzuna::API::Response::Job,Acestack,Adzuna::API::Response::Company,"Mont-Royal, Montréal",Adzuna::API::Response::Location,"['Canada', 'Québec', 'Montréal', 'Mont-Royal']",it-jobs,Adzuna::API::Response::Category,IT Jobs,,,,
