salary_is_predicted,created,redirect_url,title,longitude,adref,__CLASS__,description,id,latitude,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,salary_max,salary_min,contract_type,contract_time
0,2026-07-30T21:43:07Z,https://www.adzuna.ca/details/5821845073?utm_medium=api&utm_source=e90db681,Data Analytics Assistant,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxODQ1MDczIn0.8Z50fsQuN32Z_PiMyAmdkjMm9Hf2-C6uoB45qb0e-L4,Adzuna::API::Response::Job,"Job Description As a Data Analytics Assistant , you will assist the Sales & Development Analytics team with the collection, analysis, and interpretation of data to help answer business questions related to acquisition, retention, monetization, and performance tracking. Working under the guidance of more experienced analysts or team leads, you will assist with reports, dashboards, and straightforward analyses that help teams better understand business trends. This position is ideal for someone w…",5821845073,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,Ubisoft,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T21:43:07Z,https://www.adzuna.ca/details/5821845091?utm_medium=api&utm_source=e90db681,Assistant.e en analyse de données marketing,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxODQ1MDkxIn0.YkZMmFdn_R8HvkJqUUGKFk3OjPrCqwjeVvBbcQG6sRA,Adzuna::API::Response::Job,"Description du poste Ce poste est responsable de la collecte, de la structuration et de l’analyse des données afin de produire des informations pertinentes et exploitables permettant d’optimiser les initiatives marketing. Cela comprend la conception et la gestion de solutions de collecte et d’analyse de données (par exemple, tableaux de bord et présentations), ainsi que l’analyse de la performance des initiatives marketing et de leur impact sur l’engagement, la conversion et la fidélisation des…",5821845091,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,Ubisoft,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T21:43:07Z,https://www.adzuna.ca/details/5821845077?utm_medium=api&utm_source=e90db681,Agent au service à la clientèle,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTg0NTA3NyIsInMiOiJXSFlRWE8tTThSR0dnT19uMHJtZGlRIn0.fI5HnVHg0O8T3aqonRD9fHWW2XMByw7SEgLUdRjT8rA,Adzuna::API::Response::Job,"Description du poste Relevant du directeur-adjoint et de la coordinatrice du service à la clientèle, vous travaillerez près du métro Beaubien sur la rue Saint-Hubert avec un horaire variable. Vos responsabilités seront : Veiller à ce que la clientèle reçoive un service de qualité au téléphone et par courriel; Effectuer les recherches afin de trouver des solutions aux problèmes rencontrés par les clients et assister la direction dans la gestion des plaintes; Effectuer l’ouverture et le suivi des…",5821845077,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,Renaud-Bray,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T21:43:05Z,https://www.adzuna.ca/details/5821844744?utm_medium=api&utm_source=e90db681,"Analyste d’Affaires – ERP, Applications Périphériques & E-commerce",-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxODQ0NzQ0In0.jmCJ5z2OPIJkO3tsIO8nrRx25VrpJr0hkbLXK5NJSLo,Adzuna::API::Response::Job,"Description du poste Nous sommes à la recherche d’un(e) Analyste d’Affaires dynamique et orienté(e) résultats pour rejoindre notre équipe TI. Le/la candidat(e) idéal(e) aura une solide expérience dans le soutien des systèmes ERP, des applications périphériques (Edge Applications), ainsi que dans la mise en œuvre et l’optimisation de solutions E-commerce. Ce rôle clé implique également un soutien aux initiatives dans nos différentes succursales à travers plusieurs régions. Doit être légalement a…",5821844744,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,EMCO Corporation,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T21:43:05Z,https://www.adzuna.ca/details/5821844617?utm_medium=api&utm_source=e90db681,Freelance FX Artist,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxODQ0NjE3In0.ybVaB5AZ5J4OYAX21LyVJCjrZPlf8hli0R1n_vEfOTE,Adzuna::API::Response::Job,"Job Description Please note we are looking for an artist available to start ASAP, with strong expertise in photorealistic effects. The FX Artist designs and creates complex visual simulations such as fire, smoke, fluids, destructions, and abstract effects, while respecting Rodeo FX’s artistic and technical standards. Integrated at the heart of the 3D pipeline, they collaborate closely with the FX and CG supervision teams, as well as with other departments, to deliver photorealistic, dynamic, an…",5821844617,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,Rodeo FX,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T21:43:05Z,https://www.adzuna.ca/details/5821844708?utm_medium=api&utm_source=e90db681,"Technician, store system support TAMS",-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxODQ0NzA4In0.nST2FYCP8rJsZjxSnyG9hATaWmLiBvDDrbn8bI-AWgI,Adzuna::API::Response::Job,"Job Description We are looking for an individual who is versatile, has good computer skills and ideally has experience in point of sale support. You must also be fluently bilingual (80% of support is in English) and above all demonstrate superior customer service. Your responsibilities will be: Respond to requests or questions referred to the store support group, Update the database of requests and solutions made on each call; Provide administrative support to other team members. Respond to req…",5821844708,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,UAP Inc.,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683571?utm_medium=api&utm_source=e90db681,EBX Specialization Business Architect,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjgzNTcxIn0.jWjMs38XgR0ZHO_16fBHtzUVg3GmJyrnUvQTgq_2ytc,Adzuna::API::Response::Job,"Description: We are seeking an experienced EBX Specialization Business Architect with deep expertise in TIBCO EBX Master Data Management (MDM) and the insurance industry. The Business Architect will bridge business and technology by defining enterprise data strategies, designing business processes, and implementing data governance solutions that support digital transformation initiatives. The ideal candidate will possess strong insurance domain knowledge, business architecture expertise, and ex…",5821683571,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683575?utm_medium=api&utm_source=e90db681,Project Sponsor,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjgzNTc1In0.9qzgYmZIZ8E2vguns6g2PtAAokOeBn6r1c8r112N6fE,Adzuna::API::Response::Job,"Description: The Project Sponsor is responsible for the strategy, project delivery, business value creation, and organizational adoption of Capital Markets modernization initiatives. They define the project scope, confirm the delivery model, and ensure the program remains aligned with Desjardins’ strategic priorities, investment themes, risk appetite, and value creation objectives for clients and members. This role provides visible executive leadership to business units, technology, operations,…",5821683575,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683576?utm_medium=api&utm_source=e90db681,EBX Specialization Delivery Manager,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3NiIsInMiOiJXSFlRWE8tTThSR0dnT19uMHJtZGlRIn0.wvGfY2POs4SQJNHzySAFjabWESs4QxZMHnp6C_xrr5I,Adzuna::API::Response::Job,"Description: We are seeking an experienced EBX Specialization Delivery Manager to lead the successful delivery of Enterprise Master Data Management (MDM) solutions using TIBCO EBX within the insurance industry. The ideal candidate will have strong expertise in EBX, insurance data domains, delivery management, stakeholder engagement, and team leadership. This role is responsible for driving end-to-end implementation, ensuring data quality, governance, and alignment with business objectives. Key …",5821683576,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683579?utm_medium=api&utm_source=e90db681,EBX Specialization QA Lead,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjgzNTc5In0.OTpUgBwdD3cgFxHLxd4Rk2HmIIz_jRUCdQynWAM9wMA,Adzuna::API::Response::Job,"Description: We are seeking an experienced EBX Specialization QA Lead to lead quality assurance activities for TIBCO EBX Master Data Management (MDM) implementations within the insurance domain. The ideal candidate will be responsible for defining the QA strategy, leading test planning and execution, ensuring data quality and application quality, and validating that EBX solutions meet business, regulatory, and technical requirements. This role requires close collaboration with business stakehol…",5821683579,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683573?utm_medium=api&utm_source=e90db681,EBX Specialization Project Manager,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjgzNTczIn0.bGT1ecr8EcayZ3HsIzP3nG4G2IsHwJs5s23_-E7hBEc,Adzuna::API::Response::Job,"Description: We are seeking an experienced EBX Specialization Project Manager to lead the planning, execution, and successful delivery of TIBCO EBX Master Data Management (MDM) initiatives within the insurance industry. The ideal candidate will have strong project management expertise, extensive experience managing enterprise data and MDM projects, and a solid understanding of insurance business processes. This role requires close collaboration with business stakeholders, architects, technical …",5821683573,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683574?utm_medium=api&utm_source=e90db681,EBX Specialization Governance Lead,-73.624628,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU3NCIsInMiOiJXSFlRWE8tTThSR0dnT19uMHJtZGlRIn0.5ErHB2SXUpje4bo1IhedimsACwka9G_yAfahJ1TlEtE,Adzuna::API::Response::Job,"Description: We are seeking an experienced EBX Specialization Governance Lead to establish and lead enterprise Data Governance and Master Data Management (MDM) initiatives using TIBCO EBX within the insurance domain. The successful candidate will define governance strategies, policies, standards, and operating models to ensure high-quality, trusted master data across the organization. This role will work closely with business stakeholders, data stewards, architects, and technical teams to suppo…",5821683574,45.607784,Adzuna::API::Response::Location,"Montréal North, Montréal","['Canada', 'Québec', 'Montréal', 'Montréal North']",Adzuna::API::Response::Company,Maarut,it-jobs,IT Jobs,Adzuna::API::Response::Category,210080.0,210080.0,contract,
0,2026-07-30T19:15:52Z,https://www.adzuna.ca/details/5821683568?utm_medium=api&utm_source=e90db681,Data Engineer (contrat 1 mois),-73.55332,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTY4MzU2OCIsInMiOiJXSFlRWE8tTThSR0dnT19uMHJtZGlRIn0.tLT10MrT4iYAqWoWntqEpYxAqJUD1IpvqjCCRZZWXU8,Adzuna::API::Response::Job,"Nous sommes présentement à la recherche d’un Data Engineer pour un contrat d'une durée d’un mois avec possibilité de renouvellement. MANDAT • Supporter les opérations quotidiennes de l'environnement de données • Maintenir et dépanner les pipelines de données existants (ETL/ELT) • Supporter et optimiser les modèles dbt, les objets Snowflake et les requêtes SQL • Effectuer la validation des données et assurer le soutien opérationnel de l'entrepôt de données • Participer au transfert de connaissan…",5821683568,45.5099,Adzuna::API::Response::Location,"Westmount, Montréal","['Canada', 'Québec', 'Montréal', 'Westmount']",Adzuna::API::Response::Company,DELAN,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,contract,
0,2026-07-30T19:10:22Z,https://www.adzuna.ca/details/5821677220?utm_medium=api&utm_source=e90db681,Consultant -Senior Consultant Service Now,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjc3MjIwIn0.lhQEwkjEC3pmFJVuF7VT4Lna4iRTpLNINVJp2NcrQfo,Adzuna::API::Response::Job,"Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. As a ServiceNow Global Elite Partner, we have more than 1,700 ServiceNow experts worldwide and are experiencing strong growth. Our ServiceNow practice stands out thanks to its exc…",5821677220,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,KPMG,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
0,2026-07-30T19:09:52Z,https://www.adzuna.ca/details/5821676459?utm_medium=api&utm_source=e90db681,"Client service representative, 20h/weekly - Châteauguay, QC",-73.736112,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjc2NDU5In0.BZnea-t2jhSfzexgk0pIT32LkTnud3izeGtJxXB2ElY,Adzuna::API::Response::Job,"We’re building a relationship-oriented bank for the modern world. We need talented, passionate professionals who are dedicated to doing what’s right for our clients. At CIBC, we embrace your strengths and your ambitions, so you are empowered at work. Our team members have what they need to make a meaningful impact and are truly valued for who they are and what they contribute. To learn more about CIBC, please visit CIBC.com What you'll be doing As a member of the Personal and Business Banking T…",5821676459,45.362244,Adzuna::API::Response::Location,"Chateauguay, Roussillon","['Canada', 'Québec', 'Montérégie', 'Roussillon', 'Chateauguay']",Adzuna::API::Response::Company,CIBC,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,full_time
0,2026-07-30T19:09:45Z,https://www.adzuna.ca/details/5821675753?utm_medium=api&utm_source=e90db681,Développeur logiciel junior - Environnements de données / Associate Software Developer - Data Frameworks,-73.588138,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0hZUVhPLU04UkdHZ09fbjBybWRpUSIsImkiOiI1ODIxNjc1NzUzIn0.3-onIB0vyRRwARyVC4N-7DH_rWRCDJE7ZeVkgTrFK-w,Adzuna::API::Response::Job,"Position at DNEG English version below Rédigé au masculin pour alléger le texte DDU (DNEG Dedicated Unit) opère au sein de BRAHMA AI et travaille en étroite collaboration avec DNEG afin de développer des technologies utilisées directement en production. L’équipe conçoit des outils, des plateformes et des workflows qui soutiennent les pipelines de VFX et d’animation de longs métrages à travers les studios mondiaux de DNEG. Une grande partie du travail se concentre sur des outils destinés aux art…",5821675753,45.544959,Adzuna::API::Response::Location,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Company,DNEG,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,full_time
0,2026-07-30T13:59:54Z,https://www.adzuna.ca/details/5821422081?utm_medium=api&utm_source=e90db681,Forgerock Developer,-73.6453,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyMTQyMjA4MSIsInMiOiJXSFlRWE8tTThSR0dnT19uMHJtZGlRIn0._0dxiR952B7FpmPCOqRY4k08bfydv9YD4Ud6TCoYh0Q,Adzuna::API::Response::Job,"If anyone is interested, please share your resume to rishabp@acestackllc.com Job Title: ForgeRock Developer Primary Skills: ForgeRock Development Job Description Location: Montreal, QC (Onsite) Responsibilities: Design, develop, and support Identity and Access Management (IAM) solutions using the ForgeRock platform. Install, configure, deploy, and maintain ForgeRock OpenAM, OpenIDM, OpenDJ, and Identity Gateway (IG) . Develop and customize Groovy scripts and ForgeRock UI components. Implement u…",5821422081,45.54658,Adzuna::API::Response::Location,"Mont-Royal, Montréal","['Canada', 'Québec', 'Montréal', 'Mont-Royal']",Adzuna::API::Response::Company,Acestack,it-jobs,IT Jobs,Adzuna::API::Response::Category,,,,
