latitude,adref,created,longitude,redirect_url,id,title,description,salary_is_predicted,__CLASS__,category.label,category.__CLASS__,category.tag,location.area,location.display_name,location.__CLASS__,company.__CLASS__,company.display_name,contract_type,contract_time,salary_max,salary_min
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUzMDUwMSIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.87IQSQQz_tXEOvQgNj6Pa1BsN6Ay4u0FbwU7XZjLvXY,2026-08-03T06:44:44Z,-73.588138,https://www.adzuna.ca/details/5826530501?utm_medium=api&utm_source=e90db681,5826530501,"Technician, store system support TAMS","Job Description Job Description Company Description At UAP, our vast team of tech enthusiasts is dedicated to driving efficiency, reliability and excellence in every aspect of our operations. We are looking for a new team member for our IT team who is ready to grow their career in a diverse and supportive work environment. Join UAP and be part of our exciting journey where your technical skills will help us keep Canada moving. Job Description We are looking for an individual who is versatile, h…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,UAP Inc.,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUzMDQ5NiIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.zC3yo9Fwe5ZF-AoIj__JTYpsKZjU1gOoaoKKDwcZ80E,2026-08-03T06:44:44Z,-73.588138,https://www.adzuna.ca/details/5826530496?utm_medium=api&utm_source=e90db681,5826530496,Senior IT Internal Auditor,"Job Description Job Description Company Description Be part of the journey! Our mission is to be the preferred airline of our customers and our team. Open-mindedness, concern for others, intelligence at work and, above all, a healthy dose of fun enable us to achieve great things every day. Our dedication has earned us the title of the world's best leisure airline multiple times, and we’re just getting started. Want to join us? You will have the chance to enjoy exclusive travel privileges to exp…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUyOTgwMSIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.Dmt57AysGMWumdiazLJk9t4WYbK4IUaIhaqTaawtp5g,2026-08-03T06:43:14Z,-73.588138,https://www.adzuna.ca/details/5826529801?utm_medium=api&utm_source=e90db681,5826529801,AI Augmented Developer II (Espresso),"Job Description Job Description Company Description For more than 40 years, LGI has been developing software solutions for the healthcare sector. Today, AI is at the core of how we build software and the next generation of our solutions, not as an end in itself, but as a powerful enabler of our mission: helping healthcare organizations improve their performance. We are looking for exceptional talent, people who are passionate about technology, naturally curious, and driven by high standards. In…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,LGI Healthcare Solutions Santé Inc.,,,,
45.630158,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5NzI5In0.6-SR2e8KvZjo3pjyWylaut0LfzzVHMeIBjO5RK4r-30,2026-08-03T06:42:59Z,-73.506654,https://www.adzuna.ca/details/5826529729?utm_medium=api&utm_source=e90db681,5826529729,Inventory Analyst,"Job Description Job Description Company Description Be part of AIM's growing success. American Iron & Metal Company (AIM) is a recognized global leader in the metal recycling industry, with over 125 locations and 4,000 employees worldwide. We have continued to thrive for the past eight decades thanks to the dedication of our employees and the ongoing trust and support of our customers. Join the AIM team, a growing team that, over the years, has transformed into a multifaceted company with busin…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal', 'Montréal East']","Montréal East, Montréal",Adzuna::API::Response::Location,Adzuna::API::Response::Company,American Iron and Metal,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5NTY5In0.KKmWvDi3tvW4mP_7imWifH-gMv4oRI4CQCRV2VHbaAg,2026-08-03T06:42:24Z,-73.588138,https://www.adzuna.ca/details/5826529569?utm_medium=api&utm_source=e90db681,5826529569,Analyste QA/QA Analyst,"Job Description Job Description:\n\nAnalyste QA Lieu : 2255, rue Cohen, Saint-Laurent (Québec) H4R 2N7Département : Technologies du Commerce Électronique et OmnicanalesSupérieur immédiat : Chef de la livraison et de l’assurance qualité À propos du poste Nous recherchons un(e) Analyste QA produit pour rejoindre notre équipe et contribuer à la livraison de versions de haute qualité pour nos systèmes de commerce numérique et de vente au détail chez Browns Shoes. Le ou la candidat(e) idéal(e) s’épa…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Browns Shoes,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUyOTU0OCIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.fMC-Mu331bLeKCq0kee-zfMzJ9HWyeE35l6CQYPoWaw,2026-08-03T06:42:18Z,-73.588138,https://www.adzuna.ca/details/5826529548?utm_medium=api&utm_source=e90db681,5826529548,Analyste intelligence d'affaires,"Job Description Job Description Description de l'entreprise Faites partie du voyage! Notre mission, c’est d’être la compagnie aérienne préférée de notre clientèle et de notre équipe. L’ouverture d’esprit, le souci des autres, l’intelligence au travail et surtout une bonne dose de plaisir nous permettent chaque jour d’accomplir de grandes choses. Notre engagement nous a valu le titre de meilleure compagnie aérienne de loisirs au monde à plusieurs reprises, et ce n'est que le début. Envie de vous…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5NDE2In0.QgUqIueR6FBH-AHHmDnjSSRDMiGhY-O2mP59dw1Fvk4,2026-08-03T06:41:53Z,-73.588138,https://www.adzuna.ca/details/5826529416?utm_medium=api&utm_source=e90db681,5826529416,QA Analyst (12-Month Contract Maternity Leave Replacement) | Analyste QA (contrat de 12 mois rempl,"Job Description Job Description Salary: Company overview Jesta I.S. is a leading supplier of ERP software for the apparel, footwear, and soft-goods industries. Our global client base includes many recognizable brands and continues to grow. We are seeking a QA Analyst (12-month contract maternity leave replacement) to join our Quality Assurance team in Montreal. Position summary In this role, you'll play a key part in ensuring the quality, stability, and reliability of Jesta's cloud-based ERP pl…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Jesta I.S.,contract,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUyOTI4OCIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.ne1-4CfZTjuM3qJ6KREWDbo25wADfi6kL6Z3yR6sFcM,2026-08-03T06:41:40Z,-73.588138,https://www.adzuna.ca/details/5826529288?utm_medium=api&utm_source=e90db681,5826529288,AI Augmented Developper II (Clinic),"Job Description Job Description Company Description For more than 40 years, LGI has been developing software solutions for the healthcare sector. Today, AI is at the core of how we build software and the next generation of our solutions, not as an end in itself, but as a powerful enabler of our mission: helping healthcare organizations improve their performance. We are looking for exceptional talent, people who are passionate about technology, naturally curious, and driven by high standards. In…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,LGI Healthcare Solutions Santé Inc.,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5Mjk4In0.-OWpnu-YzWLPRqH_fk0GhmHLAd82cWPBGqIXO6uOaBk,2026-08-03T06:41:40Z,-73.588138,https://www.adzuna.ca/details/5826529298?utm_medium=api&utm_source=e90db681,5826529298,Technical Lead Data (TGQF),"Job Description Job Description Company Description Quality Foundations (QF) develops and operates cross-functional products, platforms, and services that enhance the quality, observability, performance, and operations of Ubisoft games through data, analytics, and artificial intelligence. In this context, the Lead Data Technical plays a key role in defining and evolving the data foundations that support QF’s various products. The incumbent serves as the primary technical authority for all matte…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Ubisoft,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5MjQ0In0.irlVC3CHfZpT-yGs3msfrZsXokFCYY8ZvwMDVJNwJwA,2026-08-03T06:41:35Z,-73.588138,https://www.adzuna.ca/details/5826529244?utm_medium=api&utm_source=e90db681,5826529244,Développeur(euse) IA Augmentée II (Clinic),"Job Description Job Description Description de l'entreprise Depuis plus de 40 ans, LGI développe des solutions logicielles en santé. Aujourd'hui, l'IA est au cœur de notre façon de développer et s'intègre dans la prochaine génération de nos solutions, pas une finalité, mais le levier pour contribuer à la mission qui nous anime : améliorer la performance des établissements de soins de santé. On cherche des talents exceptionnels, passionnés de technologie, curieux par nature, exigeants par convic…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,LGI Healthcare Solutions Santé Inc.,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI5MDM4In0.qq1n8zIeS81ZzLW-5gfyqqDrxTIL1nAMMYvLF7qfTUM,2026-08-03T06:41:08Z,-73.588138,https://www.adzuna.ca/details/5826529038?utm_medium=api&utm_source=e90db681,5826529038,Architecte de données,"Job Description Job Description Description de l'entreprise Faites partie du voyage! Notre mission, c’est d’être la compagnie aérienne préférée de notre clientèle et de notre équipe. L’ouverture d’esprit, le souci des autres, l’intelligence au travail et surtout une bonne dose de plaisir nous permettent chaque jour d’accomplir de grandes choses. Notre engagement nous a valu le titre de meilleure compagnie aérienne de loisirs au monde à plusieurs reprises, et ce n’est que le début. Envie de vous…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUyODU3MCIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0._iZycS6QN8xUcGuaJbSFIICeXJoR_Tt-U6FqEnwCgx8,2026-08-03T06:39:53Z,-73.588138,https://www.adzuna.ca/details/5826528570?utm_medium=api&utm_source=e90db681,5826528570,Training Designer (Temporary 12 months),"Job Description Job Description Company Description Our mission is to be the preferred airline of our customers and our team. Open-mindedness, concern for others, intelligence at work and, above all, a healthy dose of fun enable us to achieve great things every day. Our dedication has earned us the title of the world's best leisure airline multiple times, and we’re just getting started. Want to join us? You will have the chance to enjoy exclusive travel privileges to explore the world and creat…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI4NTcxIn0.HzhxpNLcmzCiSWKroM9E3na8_n4kb9cDSJwnBkxGqWE,2026-08-03T06:39:53Z,-73.588138,https://www.adzuna.ca/details/5826528571?utm_medium=api&utm_source=e90db681,5826528571,Data Architect,"Job Description Job Description Company Description Join the journey! Our mission is to be the preferred airline of our customers and our team. Open-mindedness, concern for others, intelligence at work, and above all, a good dose of fun allow us to achieve great things every day. Our commitment has earned us the title of best leisure airline in the world several times, and this is just the beginning. Want to join us? You will have the chance to enjoy exclusive travel privileges to explore the w…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNjUyODQ1NSIsInMiOiJkdUZRdzJHUDhSR3dBZHRtX19oQ1JBIn0.-nirEGV6e5aZAPu7QZWN8l2RYX0ozxRIo9-tKS_itVw,2026-08-03T06:39:35Z,-73.588138,https://www.adzuna.ca/details/5826528455?utm_medium=api&utm_source=e90db681,5826528455,Lead technique en ingénierie de données (Tech Lead data engineer),"Job Description Job Description Tu veux mener une équipe technique qui livre des solutions qui tiennent la route, encadrer des développeurs qui se dépassent et faire briller nos projets d'IA, de BI et de RO? On cherche quelqu'un qui aime bâtir des architectures solides, guider les décisions techniques et élever le niveau de toute une équipe, pour prendre les rênes techniques d'un de nos mandats. Impact direct sur la performance de nos solutions et sur la croissance de ton équipe, dans un enviro…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Vooban,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI4MzQwIn0.GIaHr_YKruC8V7RDisdNqUP29ltQ1-F9UHQtEw4JQjY,2026-08-03T06:39:11Z,-73.588138,https://www.adzuna.ca/details/5826528340?utm_medium=api&utm_source=e90db681,5826528340,Analyst Business Intelligence,"Job Description Job Description Company Description Join the journey! Our mission is to be the preferred airline of our customers and our team. Open-mindedness, concern for others, intelligence at work, and above all, a good dose of fun allow us to achieve great things every day. Our commitment has earned us the title of best leisure airline in the world several times, and this is just the beginning. Want to join us? You will have the chance to enjoy exclusive travel privileges to explore the w…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Transat AT,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI4Mjg1In0.pXAKqUug2Mi1iu1226syrZfJvXBZ_yUzMZWgRMotYQI,2026-08-03T06:39:00Z,-73.588138,https://www.adzuna.ca/details/5826528285?utm_medium=api&utm_source=e90db681,5826528285,UI Programmer - (March of Giants),"Job Description Job Description Company Description Ubisoft is a global leader in gaming with teams across the world creating original and memorable gaming experiences, from Assassin’s Creed, Rainbow Six to Just Dance and more. We believe diverse perspectives help both players and teams thrive. If you’re passionate about innovation and pushing entertainment boundaries, join our journey and help create the unknown! Job Description The incumbent will develop the modules for a game’s general prese…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Ubisoft,,,,
45.544959,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHVGUXcyR1A4Ukd3QWR0bV9faENSQSIsImkiOiI1ODI2NTI3ODY4In0.EIDrmvJnVTomd2LRwJd7HLP5bBNoqadOeno0zARMHDU,2026-08-03T06:38:22Z,-73.588138,https://www.adzuna.ca/details/5826527868?utm_medium=api&utm_source=e90db681,5826527868,Créateur.rice de systèmes animables (Rigger Sénior) - [Rainbow Six Siege],"Job Description Job Description Description de l'entreprise Ubisoft est une référence mondiale du jeu vidéo, avec des équipes réparties aux quatre coins du monde qui créent des expériences de jeu originales et mémorables, de Assassin’s Creed à Rainbow Six en passant par Just Dance et bien d’autres encore. Nous croyons que la diversité des points de vue fait progresser à la fois les joueurs et les équipes. Si vous êtes passionné·e par l’innovation et que vous souhaitez repousser les limites du d…",0,Adzuna::API::Response::Job,IT Jobs,Adzuna::API::Response::Category,it-jobs,"['Canada', 'Québec', 'Montréal']","Montréal, Québec",Adzuna::API::Response::Location,Adzuna::API::Response::Company,Ubisoft,,,,
