longitude,redirect_url,adref,id,title,salary_is_predicted,created,latitude,__CLASS__,description,category.__CLASS__,category.tag,category.label,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,contract_time,contract_type,salary_max,salary_min
-73.588138,https://www.adzuna.ca/details/5829181294?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTgxMjk0In0.92JOM_UmXbA5ePzh0-ohIAwdFmRfTi8X_roOcd2K46s,5829181294,Team Lead Quality Assurance,0,2026-08-05T11:13:05Z,45.544959,Adzuna::API::Response::Job,"Obsessed with quality and driven to make video games shine? Ready to lead a motivated team and make decisions that directly impact the final player experience? If so, this is an opportunity worth exploring. Why Choose Reflector: Make your mark on an iconic IP. The game we’re developing belongs to a cherished Bandai Namco IP with a fanbase in the millions! Your job is to make sure the quality is flawless. Lead a dedicated team. Guide talented specialists dedicated to delivering high-quality, pla…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Reflector Entertainment,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",,,,
-73.588138,https://www.adzuna.ca/details/5829180834?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE4MDgzNCIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.MJuYg_P1IF0Tk5maCVr-cwNP7xawrC3qgCi49v2RrIU,5829180834,IT OPERATIONS INTERN,0,2026-08-05T11:12:33Z,45.544959,Adzuna::API::Response::Job,"Purpose of the Position Reporting to the Team Lead, IT Operations, the intern will support the IT team in deploying and maintaining technology operations across the store network and head office. The primary mandate will be to assist teams with store openings, closures, relocations and renovations, while tracking technology equipment, suppliers and the department’s various administrative processes. Key Responsibilities Support IT teams in coordinating store openings, relocations and special pro…",Adzuna::API::Response::Category,it-jobs,IT Jobs,la Vie en Rose,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",part_time,contract,,
-73.588138,https://www.adzuna.ca/details/5829180627?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTgwNjI3In0.uXGHr-3gOBpBC4b_0UUeY29dqPZP0Og_CT1FPKpYz_8,5829180627,Global Compensation & Analytics,0,2026-08-05T11:12:19Z,45.544959,Adzuna::API::Response::Job,"Position Description: We’re looking for a Senior Consultant, Global Compensation & Analytics to join our Global Total Compensation team and help shape how compensation strategy is designed and delivered across a global organization. This is a high-impact role where data, strategy, and HR technology come together to influence decisions at the senior leadership level. Your future duties and responsibilities: -Lead global compensation cycles including salary reviews, incentives, and pay programs -…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,110000.0,60000.0
-73.588138,https://www.adzuna.ca/details/5829179327?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3OTMyNyIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.ygHvqHerCRjIoqsKzbMXFTTjEWoe9TeCPci1Smx6A5A,5829179327,Senior Microsoft Dynamics Navision Specialist,0,2026-08-05T11:10:30Z,45.544959,Adzuna::API::Response::Job,"Position Description: Job Title: Senior Microsoft Dynamics NAV (Navision) Specialist – NAV 2009 Position Summary We are seeking a Senior Microsoft Dynamics NAV (Navision) Specialist with deep expertise in Microsoft Dynamics NAV 2009 to support, maintain, enhance, and modernize a mission critical ERP environment. This role requires an experienced professional capable of understanding complex business processes, troubleshooting legacy customizations, and developing new functionality while ensurin…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829177922?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NzkyMiIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.BjpYcME-FqLiio6PigBYiGaF9HIYgjsB5muVtmAeqTM,5829177922,Solutions Architect,0,2026-08-05T11:08:41Z,45.544959,Adzuna::API::Response::Job,"Position Description: Contribute to the digital transformation of our clients and help design innovative solutions that deliver real business value! CGI Montréal is seeking a Solutions Architect who will serve as a strategic partner to both business and technology teams. You will be responsible for designing and evolving solutions that align with business objectives, technology strategies, and architectural best practices. Working alongside multidisciplinary teams, you will help define high-per…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829177611?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NzYxMSIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.grZNwKlCixlZvNPyzuVJ3-19nxm19atILUF_864eeFM,5829177611,Product Marketing Manager,0,2026-08-05T11:08:30Z,45.544959,Adzuna::API::Response::Job,"⠀ Behind every success is a team of dedicated experts driving us forward. From HR professionals who shape our culture, to IT innovators driving technological advancements, Finance leaders ensuring our growth, Communicators shining a light on our story, and Legal experts safeguarding our future - every role is essential. Our enterprise functions don’t just support; they lead, playing a critical role in shaping the company’s path forward and ensuring both clients and employees are ready for the m…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CAE,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829177295?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NzI5NSIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.UFRopRC2kJOIOwyT95PylT0ipRddHxPcDBflu157_P8,5829177295,Développeur Oracle Financiers EBS,0,2026-08-05T11:08:16Z,45.544959,Adzuna::API::Response::Job,"Position Description: Chez CGI, nous sommes à la recherche d’un(e) développeur(se) passionné(e) par les environnements Oracle financiers et motivé(e) par la résolution de problématiques complexes dans un contexte d’affaires stimulant. Vous souhaitez mettre à profit votre expertise technique dans un rôle concret, au cœur de projets d’évolution et de support d’applications stratégiques? Cette opportunité est pour vous. Mode de travail hybride : 2 jours/semaines au bureau Lieu : Région de Montréal…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829177091?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTc3MDkxIn0.mNl2EYCtSMFb-DJT5Kuw1PQUevvJ692e-iezTUDXH2Q,5829177091,Développeur ServiceNow,0,2026-08-05T11:08:07Z,45.544959,Adzuna::API::Response::Job,"Position Description: Développeur ServiceNow Description de poste Le Développeur ServiceNow intervient dans le cadre de mandats de transformation numérique, d’automatisation des processus et d’évolution des plateformes de gestion des services. Il est responsable de la conception, du développement, de la configuration et de l’intégration de solutions ServiceNow répondant aux besoins d’affaires, tout en respectant les standards de qualité, de sécurité et de gouvernance. Dans le contexte des proje…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,80000.0,0.0
-73.588138,https://www.adzuna.ca/details/5829175954?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NTk1NCIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.d-o6GqDwiMyVxjYMLf0fCK6mhYxD6SrWid1-ooWdqsA,5829175954,Analyste affaires Sr Construction Lourde,0,2026-08-05T11:07:13Z,45.544959,Adzuna::API::Response::Job,"Position Description: Mode de travail: Hybride, 2 3 jours/semaine en présentiel Analyste d'affaires sénior – Construction lourde et ERP Nous recherchons un(e) analyste d'affaires sénior possédant une solide connaissance du secteur de la construction lourde et du génie civil afin de contribuer à un important projet de transformation numérique et d'implantation d'un ERP Microsoft Dynamics 365. La personne sélectionnée jouera un rôle clé dans l'analyse, la documentation et l'optimisation des proce…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829175953?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTc1OTUzIn0.-uNSjgwRDvgv7TZXunOh0r5oj8Z23fdyiqJvabuA8Gw,5829175953,Windows/Linux Systems Administrator – Cloud Focus (AWS/Azure),0,2026-08-05T11:07:13Z,45.544959,Adzuna::API::Response::Job,"Position Description: CGI is a forward-thinking organization committed to delivering robust IT infrastructure solutions. We are seeking a skilled Systems Administrator with expertise in both Windows and Linux environments and hands-on experience managing cloud platforms such as AWS or Azure. Your future duties and responsibilities: Administer, maintain, and optimize Windows and Linux servers across on-premises and cloud environments. Manage and monitor cloud infrastructure (AWS or Azure), inclu…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,115000.0,60000.0
-73.588138,https://www.adzuna.ca/details/5829175677?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTc1Njc3In0.a_JCbDISjD5u6J_S5y_VqLiBQigyas_rGgRFjVxg-G8,5829175677,Delivery Manager 3,0,2026-08-05T11:06:55Z,45.544959,Adzuna::API::Response::Job,"About Behavox Behavox is a cloud-native AI company providing an integrated controls platform for global banks, asset managers, hedge funds, private equity firms, insurance businesses, and commodity firms. The platform unifies communications and trade surveillance, compliant archiving, policy management as well as front-office analytics on a single, AI-native technology stack, delivered as a globally scalable SaaS-based cloud service. At Behavox, our engineering culture is built around speed, ex…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Behavox,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",,,,
-73.588138,https://www.adzuna.ca/details/5829175502?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NTUwMiIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.RIywW6jnBExS5FnMk9gEbhYWvylKA9siMbGhTdwtXWo,5829175502,Infrastructure Automation Specialist,0,2026-08-05T11:06:43Z,45.544959,Adzuna::API::Response::Job,"Position Description: We are seeking an Infrastructure Automation Specialist to support the development, implementation, and maintenance of automation solutions for our IT infrastructure. In this role, you will be responsible for developing tools and processes that improve the efficiency, consistency, and reliability of infrastructure operations. Working closely with infrastructure, operations, security, architecture, and cloud teams, you will automate deployments, standardize processes, and su…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,110000.0,60000.0
-73.588138,https://www.adzuna.ca/details/5829175298?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE3NTI5OCIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.3Lunk26AeboSUMp97EJ6lguo4XRHc0KVW--ujjqwa9Q,5829175298,Senior Business Analyst,0,2026-08-05T11:06:28Z,45.544959,Adzuna::API::Response::Job,"Position Description: Contribute to the success of strategic initiatives at the heart of a constantly evolving Agile environment! CGI is seeking a Senior Business Analyst specializing in Manufacturing Execution Systems (MES) to support the growth of its BICEPS intellectual property, a recognized MES platform deployed with over 40 clients in the manufacturing industry, primarily in the pharmaceutical and life sciences sectors. Reporting to the BICEPS team, you will act as a functional expert and…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.211685,https://www.adzuna.ca/details/5829164616?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyOTE2NDYxNiIsInMiOiJobHZHaGVtUThSR1lhN2JQZnQtbjd3In0.dqcvJFOz5XFB0PttsGDHSNYiOXtt-Av3oAwr7pmUquc,5829164616,Ébéniste,0,2026-08-05T11:02:18Z,45.569724,Adzuna::API::Response::Job,"Ébéniste Beloeil , Canada En tant qu'employé de notre société, vous collaborerez avec chaque départment afin de créer et déployer des produits disruptifs. Venez travailler dans une société en pleine croissance qui vous offre de chouettes avantages, ainsi que des opportunités de progression et d'apprentissage aux côtés de leaders accomplis. Nous recherchons un membre de notre équipe expérimenté. Cette position est à la fois créative et rigoureuse , vous devez pouvoir réfléchir hors des habitudes…",Adzuna::API::Response::Category,it-jobs,IT Jobs,ReHauss,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montérégie', 'La Vallée-du-Richelieu', 'Beloeil']",Adzuna::API::Response::Location,"Beloeil, La Vallée-du-Richelieu",,,,
-73.588138,https://www.adzuna.ca/details/5829164475?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTY0NDc1In0.phHcZln6hf2ZQZ9SvFA2zk6Fq7-F-rHZTAWeLW43WRc,5829164475,Operations Technology Product Designer,0,2026-08-05T11:01:47Z,45.544959,Adzuna::API::Response::Job,"At Lyft, our purpose is to serve and connect. We aim to achieve this by cultivating a work environment where all team members belong and have the opportunity to thrive. Lyft connects people to transportation to change the way we live and get around our communities. Lyft is North America’s leader in micromobility. We provide the software that powers BIXI, and we own and/or operate bikeshare in New York (Citi Bike), Chicago (Divvy), San Francisco (Bay Wheels), Portland (Biketown), Boston (BlueBik…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Lyft,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",,,,
-73.588138,https://www.adzuna.ca/details/5829163685?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTYzNjg1In0.wB0EIhrffh8gzW0yGAfRTi4zjeiTaLkxbrtGkkSpwSI,5829163685,Data Architect - Microsoft Solutions,0,2026-08-05T10:58:48Z,45.544959,Adzuna::API::Response::Job,"Position Description: Lead the successful delivery of strategic initiatives at the heart of a dynamic, innovation-driven organization! In the context of several systems modernization projects for one of our government-sector clients, CGI Montreal is seeking a Data Architect to contribute to business initiatives leveraging Microsoft Azure and Power Platform while ensuring alignment with the enterprise architecture. In this role, you will be responsible for developing physical data models for Cos…",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
-73.588138,https://www.adzuna.ca/details/5829163317?utm_medium=api&utm_source=e90db681,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaGx2R2hlbVE4UkdZYTdiUGZ0LW43dyIsImkiOiI1ODI5MTYzMzE3In0.mWaJClTf5bn-GXY10I-3fmnCGejhzdcddO0QHv7OFms,5829163317,Analyste en données et intelligence d’affaires,0,2026-08-05T10:57:27Z,45.544959,Adzuna::API::Response::Job,"Position Description: L'analyste est très impliqué dans la distribution et la livraison réussie de tous les outils, rapports et tableaux de bord. Il soutient autant la haute direction avec des idées, des rapports et des analyses soutenant les processus décisionnels que les activités opérationnelles des équipes. Your future duties and responsibilities: Participer à toutes les étapes du processus de livraison, y compris la création, la conception technique, le développement, la mise à l'essai et …",Adzuna::API::Response::Category,it-jobs,IT Jobs,CGI,Adzuna::API::Response::Company,"['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,"Montréal, Québec",full_time,,,
